xflr5 v6.57,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
.plane,,,,,,,,,,,,,,,
T1-17.0 m/s-Panel,,,,,,,,,,,,,,,
QInf  =,17,m/s,,,,,,,,,,,,,
Alpha = ,3,,,,,,,,,,,,,,
Beta  = ,   0.000°,,,,,,,,,,,,,,
Phi   = ,   0.000°,,,,,,,,,,,,,,
Ctrl  = ,0,,,,,,,,,,,,,,
CL    = ,0.887273,,,,,,,,,,,,,,
Cy    = ,0,,,,,,,,,,,,,,
Cd=,0.06138,ICd=,0.048965,PCd=,0.012415,,,,,,,,,,
1277,   3.154e-01,   3.042e-01,   2.653e-02,0.284,0.051,0.958,   1.082e-03,-0.3743,,,,,,,
1278,   3.497e-01,   3.042e-01,   1.566e-02,0.326,0.039,0.945,   8.419e-04,-0.2083,,,,,,,
1279,   3.739e-01,   3.042e-01,   6.703e-03,0.379,0.037,0.924,   5.408e-04,0.0172,,,,,,,
1280,   3.864e-01,   3.042e-01,   1.435e-03,0.41,0.04,0.911,   1.872e-04,0.1685,,,,,,,
Strip 50,,,,,,,,,,,,,,,
1281,   3.839e-01,   3.295e-01,   8.321e-04,-0.257,-0.024,-0.966,   1.547e-04,0.3328,,,,,,,
1282,   3.716e-01,   3.295e-01,   3.641e-03,-0.21,-0.02,-0.977,   4.484e-04,0.3628,,,,,,,
1283,   3.478e-01,   3.295e-01,   7.798e-03,-0.148,-0.028,-0.989,   7.052e-04,0.4119,,,,,,,
1284,   3.142e-01,   3.295e-01,   1.096e-02,-0.051,-0.044,-0.998,   9.107e-04,0.4266,,,,,,,
1285,   2.730e-01,   3.295e-01,   1.062e-02,0.059,-0.048,-0.997,   1.061e-03,0.3912,,,,,,,
1286,   2.270e-01,   3.295e-01,   6.159e-03,0.131,-0.032,-0.991,   1.146e-03,0.3016,,,,,,,
1287,   1.794e-01,   3.295e-01,-5.37E-04,0.148,-0.01,-0.989,   1.148e-03,0.1761,,,,,,,
1288,   1.335e-01,   3.295e-01,-7.02E-03,0.131,0.005,-0.991,   1.067e-03,0.0316,,,,,,,
1289,   9.225e-02,   3.295e-01,-1.10E-02,0.053,0.015,-0.998,   9.100e-04,-0.0781,,,,,,,
1290,   5.861e-02,   3.295e-01,-1.14E-02,-0.041,0.022,-0.999,   6.979e-04,-0.1023,,,,,,,
1291,   3.482e-02,   3.295e-01,-9.20E-03,-0.171,0.038,-0.985,   4.451e-04,-0.2269,,,,,,,
1292,   2.250e-02,   3.295e-01,-3.51E-03,-0.789,0.117,-0.604,   2.476e-04,0.568,,,,,,,
1293,   2.250e-02,   3.295e-01,   8.124e-03,-0.914,0.144,0.379,   3.940e-04,0.6403,,,,,,,
1294,   3.482e-02,   3.295e-01,   2.410e-02,-0.671,0.124,0.731,   5.997e-04,-0.4569,,,,,,,
1295,   5.861e-02,   3.295e-01,   3.895e-02,-0.4,0.11,0.91,   7.661e-04,-1.2156,,,,,,,
1296,   9.225e-02,   3.295e-01,   4.904e-02,-0.188,0.099,0.977,   9.300e-04,-1.3804,,,,,,,
1297,   1.335e-01,   3.295e-01,   5.326e-02,-0.025,0.092,0.995,   1.063e-03,-1.2552,,,,,,,
1298,   1.794e-01,   3.295e-01,   5.174e-02,0.086,0.087,0.992,   1.144e-03,-1.0188,,,,,,,
1299,   2.270e-01,   3.295e-01,   4.560e-02,0.168,0.078,0.983,   1.156e-03,-0.7811,,,,,,,
1300,   2.730e-01,   3.295e-01,   3.626e-02,0.23,0.065,0.971,   1.090e-03,-0.5612,,,,,,,
1301,   3.142e-01,   3.295e-01,   2.556e-02,0.274,0.051,0.96,   9.462e-04,-0.3805,,,,,,,
1302,   3.478e-01,   3.295e-01,   1.525e-02,0.316,0.039,0.948,   7.355e-04,-0.2281,,,,,,,
1303,   3.716e-01,   3.295e-01,   6.627e-03,0.378,0.037,0.925,   4.738e-04,0.0005,,,,,,,
1304,   3.839e-01,   3.295e-01,   1.436e-03,0.417,0.041,0.908,   1.646e-04,0.1611,,,,,,,
Strip 51,,,,,,,,,,,,,,,
1305,   3.818e-01,   3.516e-01,   8.507e-04,-0.266,-0.025,-0.964,   1.305e-04,0.3512,,,,,,,
1306,   3.696e-01,   3.516e-01,   3.613e-03,-0.207,-0.02,-0.978,   3.769e-04,0.3743,,,,,,,
1307,   3.462e-01,   3.516e-01,   7.412e-03,-0.13,-0.027,-0.991,   5.917e-04,0.4112,,,,,,,
1308,   3.131e-01,   3.516e-01,   1.003e-02,-0.039,-0.044,-0.998,   7.656e-04,0.4134,,,,,,,
1309,   2.725e-01,   3.516e-01,   9.536e-03,0.056,-0.048,-0.997,   8.925e-04,0.3752,,,,,,,
1310,   2.272e-01,   3.516e-01,   5.477e-03,0.12,-0.032,-0.992,   9.626e-04,0.2926,,,,,,,
1311,   1.803e-01,   3.516e-01,-6.31E-04,0.139,-0.01,-0.99,   9.645e-04,0.1779,,,,,,,
1312,   1.351e-01,   3.516e-01,-6.68E-03,0.126,0.006,-0.992,   8.972e-04,0.0416,,,,,,,
1313,   9.449e-02,   3.516e-01,-1.05E-02,0.056,0.015,-0.998,   7.656e-04,-0.0679,,,,,,,
1314,   6.136e-02,   3.516e-01,-1.10E-02,-0.037,0.021,-0.999,   5.870e-04,-0.0988,,,,,,,
1315,   3.792e-02,   3.516e-01,-8.88E-03,-0.173,0.038,-0.984,   3.746e-04,-0.1936,,,,,,,
1316,   2.579e-02,   3.516e-01,-3.53E-03,-0.769,0.114,-0.63,   1.998e-04,0.5489,,,,,,,
1317,   2.579e-02,   3.516e-01,   7.665e-03,-0.914,0.144,0.38,   3.313e-04,0.6359,,,,,,,
1318,   3.792e-02,   3.516e-01,   2.319e-02,-0.662,0.123,0.739,   4.986e-04,-0.497,,,,,,,
1319,   6.136e-02,   3.516e-01,   3.749e-02,-0.394,0.109,0.913,   6.425e-04,-1.2299,,,,,,,
1320,   9.449e-02,   3.516e-01,   4.722e-02,-0.184,0.099,0.978,   7.816e-04,-1.3853,,,,,,,
1321,   1.351e-01,   3.516e-01,   5.125e-02,-0.023,0.092,0.995,   8.941e-04,-1.2502,,,,,,,
1322,   1.803e-01,   3.516e-01,   4.973e-02,0.086,0.087,0.993,   9.623e-04,-1.0083,,,,,,,
1323,   2.272e-01,   3.516e-01,   4.380e-02,0.164,0.079,0.983,   9.714e-04,-0.771,,,,,,,
1324,   2.725e-01,   3.516e-01,   3.488e-02,0.223,0.065,0.973,   9.151e-04,-0.5581,,,,,,,
1325,   3.131e-01,   3.516e-01,   2.471e-02,0.266,0.05,0.963,   7.939e-04,-0.3851,,,,,,,
1326,   3.462e-01,   3.516e-01,   1.489e-02,0.307,0.038,0.951,   6.167e-04,-0.2452,,,,,,,
1327,   3.696e-01,   3.516e-01,   6.560e-03,0.377,0.037,0.925,   3.984e-04,-0.0144,,,,,,,
1328,   3.818e-01,   3.516e-01,   1.438e-03,0.422,0.041,0.906,   1.389e-04,0.1546,,,,,,,
Strip 52,,,,,,,,,,,,,,,
1329,   3.800e-01,   3.700e-01,   8.661e-04,-0.273,-0.026,-0.962,   1.039e-04,0.3675,,,,,,,
1330,   3.680e-01,   3.700e-01,   3.589e-03,-0.204,-0.019,-0.979,   2.992e-04,0.3836,,,,,,,
1331,   3.448e-01,   3.700e-01,   7.090e-03,-0.115,-0.026,-0.993,   4.691e-04,0.41,,,,,,,
1332,   3.121e-01,   3.700e-01,   9.264e-03,-0.029,-0.043,-0.999,   6.079e-04,0.4018,,,,,,,
1333,   2.721e-01,   3.700e-01,   8.632e-03,0.054,-0.048,-0.997,   7.088e-04,0.3616,,,,,,,
1334,   2.274e-01,   3.700e-01,   4.910e-03,0.11,-0.032,-0.993,   7.637e-04,0.2853,,,,,,,
1335,   1.811e-01,   3.700e-01,-7.09E-04,0.131,-0.01,-0.991,   7.653e-04,0.1795,,,,,,,
1336,   1.364e-01,   3.700e-01,-6.40E-03,0.121,0.006,-0.993,   7.122e-04,0.0499,,,,,,,
1337,   9.635e-02,   3.700e-01,-1.01E-02,0.058,0.015,-0.998,   6.082e-04,-0.061,,,,,,,
1338,   6.364e-02,   3.700e-01,-1.07E-02,-0.034,0.021,-0.999,   4.662e-04,-0.0977,,,,,,,
1339,   4.051e-02,   3.700e-01,-8.63E-03,-0.175,0.038,-0.984,   2.976e-04,-0.1665,,,,,,,
1340,   2.853e-02,   3.700e-01,-3.54E-03,-0.749,0.111,-0.653,   1.530e-04,0.5287,,,,,,,
1341,   2.853e-02,   3.700e-01,   7.284e-03,-0.914,0.144,0.38,   2.631e-04,0.635,,,,,,,
1342,   4.051e-02,   3.700e-01,   2.243e-02,-0.654,0.123,0.747,   3.921e-04,-0.5329,,,,,,,
1343,   6.364e-02,   3.700e-01,   3.627e-02,-0.388,0.109,0.915,   5.091e-04,-1.2447,,,,,,,
1344,   9.635e-02,   3.700e-01,   4.571e-02,-0.18,0.099,0.979,   6.203e-04,-1.3906,,,,,,,
1345,   1.364e-01,   3.700e-01,   4.958e-02,-0.021,0.092,0.996,   7.101e-04,-1.2462,,,,,,,
1346,   1.811e-01,   3.700e-01,   4.806e-02,0.085,0.087,0.993,   7.643e-04,-0.9997,,,,,,,
1347,   2.274e-01,   3.700e-01,   4.230e-02,0.16,0.079,0.984,   7.711e-04,-0.7625,,,,,,,
1348,   2.721e-01,   3.700e-01,   3.374e-02,0.216,0.065,0.974,   7.257e-04,-0.5548,,,,,,,
1349,   3.121e-01,   3.700e-01,   2.400e-02,0.258,0.05,0.965,   6.292e-04,-0.3881,,,,,,,
1350,   3.448e-01,   3.700e-01,   1.459e-02,0.299,0.037,0.953,   4.886e-04,-0.258,,,,,,,
1351,   3.680e-01,   3.700e-01,   6.505e-03,0.376,0.036,0.926,   3.163e-04,-0.0273,,,,,,,
1352,   3.800e-01,   3.700e-01,   1.439e-03,0.427,0.042,0.903,   1.106e-04,0.1477,,,,,,,
Strip 53,,,,,,,,,,,,,,,
1353,   3.786e-01,   3.842e-01,   8.781e-04,-0.28,-0.027,-0.96,   7.546e-05,0.3852,,,,,,,
1354,   3.667e-01,   3.842e-01,   3.571e-03,-0.201,-0.019,-0.979,   2.168e-04,0.3905,,,,,,,
1355,   3.438e-01,   3.842e-01,   6.842e-03,-0.103,-0.025,-0.994,   3.397e-04,0.4072,,,,,,,
1356,   3.114e-01,   3.842e-01,   8.670e-03,-0.02,-0.043,-0.999,   4.407e-04,0.3916,,,,,,,
1357,   2.718e-01,   3.842e-01,   7.934e-03,0.052,-0.048,-0.998,   5.139e-04,0.3507,,,,,,,
1358,   2.275e-01,   3.842e-01,   4.472e-03,0.102,-0.032,-0.994,   5.533e-04,0.2803,,,,,,,
1359,   1.817e-01,   3.842e-01,-7.70E-04,0.125,-0.009,-0.992,   5.545e-04,0.1813,,,,,,,
1360,   1.375e-01,   3.842e-01,-6.19E-03,0.118,0.006,-0.993,   5.162e-04,0.0566,,,,,,,
1361,   9.779e-02,   3.842e-01,-9.82E-03,0.06,0.015,-0.998,   4.410e-04,-0.0563,,,,,,,
1362,   6.540e-02,   3.842e-01,-1.05E-02,-0.032,0.021,-0.999,   3.380e-04,-0.1003,,,,,,,
1363,   4.250e-02,   3.842e-01,-8.43E-03,-0.176,0.039,-0.984,   2.159e-04,-0.1491,,,,,,,
1364,   3.065e-02,   3.842e-01,-3.55E-03,-0.733,0.109,-0.672,   1.078e-04,0.5048,,,,,,,
1365,   3.065e-02,   3.842e-01,   6.990e-03,-0.914,0.144,0.38,   1.907e-04,0.6343,,,,,,,
1366,   4.250e-02,   3.842e-01,   2.184e-02,-0.647,0.122,0.753,   2.821e-04,-0.5701,,,,,,,
1367,   6.540e-02,   3.842e-01,   3.533e-02,-0.384,0.108,0.917,   3.684e-04,-1.26,,,,,,,
1368,   9.779e-02,   3.842e-01,   4.454e-02,-0.177,0.098,0.979,   4.495e-04,-1.3935,,,,,,,
1369,   1.375e-01,   3.842e-01,   4.829e-02,-0.02,0.092,0.996,   5.149e-04,-1.242,,,,,,,
1370,   1.817e-01,   3.842e-01,   4.676e-02,0.085,0.087,0.993,   5.542e-04,-0.9962,,,,,,,
1371,   2.275e-01,   3.842e-01,   4.114e-02,0.157,0.079,0.984,   5.588e-04,-0.7613,,,,,,,
1372,   2.718e-01,   3.842e-01,   3.286e-02,0.211,0.065,0.975,   5.256e-04,-0.5541,,,,,,,
1373,   3.114e-01,   3.842e-01,   2.346e-02,0.252,0.05,0.966,   4.555e-04,-0.3912,,,,,,,
1374,   3.438e-01,   3.842e-01,   1.436e-02,0.293,0.037,0.955,   3.535e-04,-0.2652,,,,,,,
1375,   3.667e-01,   3.842e-01,   6.462e-03,0.375,0.036,0.926,   2.293e-04,-0.0498,,,,,,,
1376,   3.786e-01,   3.842e-01,   1.440e-03,0.431,0.042,0.902,   8.033e-05,0.1294,,,,,,,
Strip 54,,,,,,,,,,,,,,,
1377,   3.776e-01,   3.939e-01,   8.862e-04,-0.284,-0.027,-0.959,   4.577e-05,0.4077,,,,,,,
1378,   3.658e-01,   3.939e-01,   3.558e-03,-0.199,-0.019,-0.98,   1.313e-04,0.3545,,,,,,,
1379,   3.431e-01,   3.939e-01,   6.673e-03,-0.095,-0.024,-0.995,   2.056e-04,0.2985,,,,,,,
1380,   3.109e-01,   3.939e-01,   8.265e-03,-0.014,-0.043,-0.999,   2.670e-04,0.3739,,,,,,,
1381,   2.715e-01,   3.939e-01,   7.459e-03,0.05,-0.048,-0.998,   3.113e-04,0.3139,,,,,,,
1382,   2.276e-01,   3.939e-01,   4.174e-03,0.097,-0.032,-0.995,   3.350e-04,0.2507,,,,,,,
1383,   1.821e-01,   3.939e-01,-8.11E-04,0.121,-0.009,-0.993,   3.358e-04,0.1831,,,,,,,
1384,   1.382e-01,   3.939e-01,-6.04E-03,0.115,0.007,-0.993,   3.127e-04,0.0631,,,,,,,
1385,   9.877e-02,   3.939e-01,-9.62E-03,0.061,0.015,-0.998,   2.672e-04,-0.0673,,,,,,,
1386,   6.660e-02,   3.939e-01,-1.03E-02,-0.031,0.021,-0.999,   2.048e-04,-0.1543,,,,,,,
1387,   4.386e-02,   3.939e-01,-8.29E-03,-0.177,0.039,-0.983,   1.308e-04,-0.3022,,,,,,,
1388,   3.208e-02,   3.939e-01,-3.56E-03,-0.72,0.107,-0.686,   6.399e-05,0.0656,,,,,,,
1389,   3.208e-02,   3.939e-01,   6.790e-03,-0.914,0.144,0.38,   1.155e-04,0.3122,,,,,,,
1390,   4.386e-02,   3.939e-01,   2.144e-02,-0.642,0.121,0.757,   1.700e-04,-1.031,,,,,,,
1391,   6.660e-02,   3.939e-01,   3.470e-02,-0.381,0.108,0.918,   2.229e-04,-1.2825,,,,,,,
1392,   9.877e-02,   3.939e-01,   4.375e-02,-0.175,0.098,0.98,   2.722e-04,-1.3849,,,,,,,
1393,   1.382e-01,   3.939e-01,   4.741e-02,-0.02,0.092,0.996,   3.119e-04,-1.2801,,,,,,,
1394,   1.821e-01,   3.939e-01,   4.588e-02,0.085,0.087,0.993,   3.358e-04,-1.2193,,,,,,,
1395,   2.276e-01,   3.939e-01,   4.035e-02,0.155,0.079,0.985,   3.385e-04,-1.0684,,,,,,,
1396,   2.715e-01,   3.939e-01,   3.226e-02,0.207,0.065,0.976,   3.182e-04,-0.6364,,,,,,,
1397,   3.109e-01,   3.939e-01,   2.308e-02,0.248,0.05,0.967,   2.757e-04,-0.4559,,,,,,,
1398,   3.431e-01,   3.939e-01,   1.420e-02,0.289,0.037,0.957,   2.139e-04,-0.4286,,,,,,,
1399,   3.658e-01,   3.939e-01,   6.433e-03,0.375,0.036,0.926,   1.389e-04,-1.0772,,,,,,,
1400,   3.776e-01,   3.939e-01,   1.441e-03,0.433,0.042,0.9,   4.874e-05,-0.0204,,,,,,,
Strip 55,,,,,,,,,,,,,,,
1401,   3.771e-01,   3.988e-01,   8.903e-04,-0.286,-0.027,-0.958,   1.534e-05,0.0758,,,,,,,
1402,   3.654e-01,   3.988e-01,   3.552e-03,-0.198,-0.019,-0.98,   4.397e-05,0.1376,,,,,,,
1403,   3.427e-01,   3.988e-01,   6.587e-03,-0.09,-0.024,-0.996,   6.884e-05,0.2469,,,,,,,
1404,   3.107e-01,   3.988e-01,   8.061e-03,-0.012,-0.042,-0.999,   8.941e-05,0.399,,,,,,,
1405,   2.714e-01,   3.988e-01,   7.219e-03,0.05,-0.048,-0.998,   1.043e-04,0.2914,,,,,,,
1406,   2.276e-01,   3.988e-01,   4.024e-03,0.094,-0.032,-0.995,   1.122e-04,0.2492,,,,,,,
1407,   1.823e-01,   3.988e-01,-8.31E-04,0.119,-0.009,-0.993,   1.124e-04,0.2135,,,,,,,
1408,   1.385e-01,   3.988e-01,-5.97E-03,0.114,0.007,-0.993,   1.047e-04,0.0942,,,,,,,
1409,   9.926e-02,   3.988e-01,-9.52E-03,0.062,0.015,-0.998,   8.950e-05,-0.0349,,,,,,,
1410,   6.721e-02,   3.988e-01,-1.02E-02,-0.03,0.02,-0.999,   6.858e-05,-0.0957,,,,,,,
1411,   4.454e-02,   3.988e-01,-8.22E-03,-0.178,0.039,-0.983,   4.382e-05,-0.221,,,,,,,
1412,   3.281e-02,   3.988e-01,-3.56E-03,-0.713,0.106,-0.693,   2.121e-05,-0.103,,,,,,,
1413,   3.281e-02,   3.988e-01,   6.688e-03,-0.914,0.144,0.38,   3.869e-05,0.2136,,,,,,,
1414,   4.454e-02,   3.988e-01,   2.124e-02,-0.64,0.121,0.759,   5.677e-05,-1.1457,,,,,,,
1415,   6.721e-02,   3.988e-01,   3.437e-02,-0.38,0.108,0.919,   7.460e-05,-1.0556,,,,,,,
1416,   9.926e-02,   3.988e-01,   4.334e-02,-0.174,0.098,0.98,   9.115e-05,-1.2727,,,,,,,
1417,   1.385e-01,   3.988e-01,   4.696e-02,-0.019,0.092,0.996,   1.045e-04,-1.2145,,,,,,,
1418,   1.823e-01,   3.988e-01,   4.544e-02,0.085,0.087,0.993,   1.125e-04,-1.2734,,,,,,,
1419,   2.276e-01,   3.988e-01,   3.996e-02,0.154,0.079,0.985,   1.133e-04,-1.1974,,,,,,,
1420,   2.714e-01,   3.988e-01,   3.196e-02,0.206,0.065,0.976,   1.065e-04,-0.7139,,,,,,,
1421,   3.107e-01,   3.988e-01,   2.290e-02,0.246,0.05,0.968,   9.228e-05,-0.4372,,,,,,,
1422,   3.427e-01,   3.988e-01,   1.412e-02,0.286,0.037,0.957,   7.159e-05,-0.2786,,,,,,,
1423,   3.654e-01,   3.988e-01,   6.418e-03,0.374,0.036,0.927,   4.650e-05,-2.0427,,,,,,,
1424,   3.771e-01,   3.988e-01,   1.441e-03,0.435,0.042,0.9,   1.633e-05,-2.0765,,,,,,,
Strip 56,,,,,,,,,,,,,,,
1425,   3.765e-01,   4.261e-01,   5.846e-04,-0.294,-0.018,-0.956,   2.076e-04,0.3846,,,,,,,
1426,   3.690e-01,   4.261e-01,   2.512e-03,-0.233,-0.014,-0.972,   6.031e-04,0.4034,,,,,,,
1427,   3.543e-01,   4.261e-01,   5.182e-03,-0.145,-0.009,-0.989,   9.590e-04,0.4149,,,,,,,
1428,   3.331e-01,   4.261e-01,   7.253e-03,-0.061,-0.005,-0.998,   1.272e-03,0.3902,,,,,,,
1429,   3.063e-01,   4.261e-01,   8.070e-03,-0.005,-0.003,-1,   1.535e-03,0.3726,,,,,,,
1430,   2.750e-01,   4.261e-01,   7.431e-03,0.043,-0.001,-0.999,   1.735e-03,0.3407,,,,,,,
1431,   2.407e-01,   4.261e-01,   5.233e-03,0.083,0,-0.997,   1.863e-03,0.2938,,,,,,,
1432,   2.047e-01,   4.261e-01,   1.754e-03,0.109,0.001,-0.994,   1.909e-03,0.2118,,,,,,,
1433,   1.688e-01,   4.261e-01,-2.41E-03,0.121,0.001,-0.993,   1.870e-03,0.1442,,,,,,,
1434,   1.345e-01,   4.261e-01,-6.44E-03,0.112,0.001,-0.994,   1.745e-03,0.0502,,,,,,,
1435,   1.032e-01,   4.261e-01,-9.33E-03,0.07,0.001,-0.998,   1.539e-03,-0.0415,,,,,,,
1436,   7.638e-02,   4.261e-01,-1.04E-02,0,0.003,-1,   1.270e-03,-0.0884,,,,,,,
1437,   5.515e-02,   4.261e-01,-9.54E-03,-0.089,0.006,-0.996,   9.527e-04,-0.0833,,,,,,,
1438,   4.046e-02,   4.261e-01,-7.30E-03,-0.246,0.011,-0.969,   6.051e-04,-0.1252,,,,,,,
1439,   3.296e-02,   4.261e-01,-3.19E-03,-0.816,0.033,-0.577,   3.436e-04,0.6249,,,,,,,
1440,   3.296e-02,   4.261e-01,   5.044e-03,-0.946,0.038,0.323,   6.136e-04,0.7568,,,,,,,
1441,   4.046e-02,   4.261e-01,   1.668e-02,-0.735,0.031,0.678,   8.655e-04,-0.2824,,,,,,,
1442,   5.515e-02,   4.261e-01,   2.807e-02,-0.504,0.024,0.863,   1.099e-03,-1.0337,,,,,,,
1443,   7.638e-02,   4.261e-01,   3.738e-02,-0.313,0.019,0.949,   1.337e-03,-1.3495,,,,,,,
1444,   1.032e-01,   4.261e-01,   4.375e-02,-0.158,0.015,0.987,   1.555e-03,-1.3833,,,,,,,
1445,   1.345e-01,   4.261e-01,   4.662e-02,-0.031,0.014,0.999,   1.735e-03,-1.2528,,,,,,,
1446,   1.688e-01,   4.261e-01,   4.610e-02,0.058,0.013,0.998,   1.860e-03,-1.053,,,,,,,
1447,   2.047e-01,   4.261e-01,   4.281e-02,0.123,0.013,0.992,   1.912e-03,-0.9203,,,,,,,
1448,   2.407e-01,   4.261e-01,   3.747e-02,0.172,0.014,0.985,   1.884e-03,-0.6974,,,,,,,
1449,   2.750e-01,   4.261e-01,   3.080e-02,0.21,0.015,0.978,   1.773e-03,-0.5204,,,,,,,
1450,   3.063e-01,   4.261e-01,   2.358e-02,0.242,0.016,0.97,   1.583e-03,-0.3967,,,,,,,
1451,   3.331e-01,   4.261e-01,   1.647e-02,0.273,0.017,0.962,   1.320e-03,-0.2962,,,,,,,
1452,   3.543e-01,   4.261e-01,   9.964e-03,0.319,0.02,0.948,   1.001e-03,-0.2148,,,,,,,
1453,   3.690e-01,   4.261e-01,   4.368e-03,0.413,0.025,0.91,   6.441e-04,0.0242,,,,,,,
1454,   3.765e-01,   4.261e-01,   9.121e-04,0.433,0.026,0.901,   2.202e-04,0.1987,,,,,,,
Strip 57,,,,,,,,,,,,,,,
1455,   3.734e-01,   4.781e-01,   5.759e-04,-0.294,-0.018,-0.956,   2.023e-04,0.3781,,,,,,,
1456,   3.660e-01,   4.781e-01,   2.474e-03,-0.233,-0.014,-0.972,   5.875e-04,0.3983,,,,,,,
1457,   3.516e-01,   4.781e-01,   5.105e-03,-0.145,-0.009,-0.989,   9.343e-04,0.4226,,,,,,,
1458,   3.307e-01,   4.781e-01,   7.145e-03,-0.061,-0.005,-0.998,   1.239e-03,0.4065,,,,,,,
1459,   3.042e-01,   4.781e-01,   7.949e-03,-0.005,-0.003,-1,   1.496e-03,0.3754,,,,,,,
1460,   2.734e-01,   4.781e-01,   7.320e-03,0.043,-0.001,-0.999,   1.691e-03,0.3383,,,,,,,
1461,   2.396e-01,   4.781e-01,   5.155e-03,0.083,0,-0.997,   1.815e-03,0.2895,,,,,,,
1462,   2.042e-01,   4.781e-01,   1.728e-03,0.109,0.001,-0.994,   1.860e-03,0.225,,,,,,,
1463,   1.688e-01,   4.781e-01,-2.37E-03,0.121,0.001,-0.993,   1.822e-03,0.1448,,,,,,,
1464,   1.350e-01,   4.781e-01,-6.34E-03,0.112,0.001,-0.994,   1.700e-03,0.0502,,,,,,,
1465,   1.042e-01,   4.781e-01,-9.19E-03,0.07,0.001,-0.998,   1.499e-03,-0.0386,,,,,,,
1466,   7.778e-02,   4.781e-01,-1.02E-02,0,0.003,-1,   1.237e-03,-0.0822,,,,,,,
1467,   5.687e-02,   4.781e-01,-9.40E-03,-0.089,0.006,-0.996,   9.282e-04,-0.0772,,,,,,,
1468,   4.240e-02,   4.781e-01,-7.19E-03,-0.246,0.011,-0.969,   5.895e-04,-0.1266,,,,,,,
1469,   3.501e-02,   4.781e-01,-3.14E-03,-0.816,0.033,-0.577,   3.348e-04,0.6194,,,,,,,
1470,   3.501e-02,   4.781e-01,   4.968e-03,-0.946,0.038,0.323,   5.978e-04,0.7611,,,,,,,
1471,   4.240e-02,   4.781e-01,   1.643e-02,-0.735,0.031,0.678,   8.432e-04,-0.2369,,,,,,,
1472,   5.687e-02,   4.781e-01,   2.765e-02,-0.504,0.024,0.863,   1.071e-03,-0.9889,,,,,,,
1473,   7.778e-02,   4.781e-01,   3.682e-02,-0.313,0.019,0.949,   1.303e-03,-1.295,,,,,,,
1474,   1.042e-01,   4.781e-01,   4.309e-02,-0.158,0.015,0.987,   1.515e-03,-1.3396,,,,,,,
1475,   1.350e-01,   4.781e-01,   4.592e-02,-0.031,0.014,0.999,   1.690e-03,-1.2201,,,,,,,
1476,   1.688e-01,   4.781e-01,   4.541e-02,0.058,0.013,0.998,   1.812e-03,-1.0251,,,,,,,
1477,   2.042e-01,   4.781e-01,   4.217e-02,0.123,0.013,0.992,   1.863e-03,-0.833,,,,,,,
1478,   2.396e-01,   4.781e-01,   3.691e-02,0.172,0.014,0.985,   1.836e-03,-0.6628,,,,,,,
1479,   2.734e-01,   4.781e-01,   3.034e-02,0.21,0.015,0.978,   1.728e-03,-0.5171,,,,,,,
1480,   3.042e-01,   4.781e-01,   2.323e-02,0.242,0.016,0.97,   1.542e-03,-0.3957,,,,,,,
1481,   3.307e-01,   4.781e-01,   1.622e-02,0.273,0.017,0.962,   1.286e-03,-0.301,,,,,,,
1482,   3.516e-01,   4.781e-01,   9.815e-03,0.319,0.02,0.948,   9.755e-04,-0.2172,,,,,,,
1483,   3.660e-01,   4.781e-01,   4.302e-03,0.413,0.025,0.91,   6.275e-04,0.0314,,,,,,,
1484,   3.734e-01,   4.781e-01,   8.985e-04,0.433,0.026,0.901,   2.145e-04,0.1903,,,,,,,
Strip 58,,,,,,,,,,,,,,,
1485,   3.704e-01,   5.292e-01,   5.673e-04,-0.294,-0.018,-0.956,   1.948e-04,0.376,,,,,,,
1486,   3.631e-01,   5.292e-01,   2.437e-03,-0.233,-0.014,-0.972,   5.660e-04,0.3957,,,,,,,
1487,   3.489e-01,   5.292e-01,   5.029e-03,-0.145,-0.009,-0.989,   9.001e-04,0.4197,,,,,,,
1488,   3.283e-01,   5.292e-01,   7.038e-03,-0.061,-0.005,-0.998,   1.194e-03,0.4036,,,,,,,
1489,   3.022e-01,   5.292e-01,   7.831e-03,-0.005,-0.003,-1,   1.441e-03,0.3723,,,,,,,
1490,   2.719e-01,   5.292e-01,   7.210e-03,0.043,-0.001,-0.999,   1.629e-03,0.3349,,,,,,,
1491,   2.386e-01,   5.292e-01,   5.077e-03,0.083,0,-0.997,   1.748e-03,0.2852,,,,,,,
1492,   2.037e-01,   5.292e-01,   1.702e-03,0.109,0.001,-0.994,   1.792e-03,0.2206,,,,,,,
1493,   1.689e-01,   5.292e-01,-2.33E-03,0.121,0.001,-0.993,   1.755e-03,0.1407,,,,,,,
1494,   1.355e-01,   5.292e-01,-6.25E-03,0.112,0.001,-0.994,   1.637e-03,0.0449,,,,,,,
1495,   1.052e-01,   5.292e-01,-9.05E-03,0.07,0.001,-0.998,   1.444e-03,-0.0441,,,,,,,
1496,   7.916e-02,   5.292e-01,-1.01E-02,0,0.003,-1,   1.192e-03,-0.0879,,,,,,,
1497,   5.856e-02,   5.292e-01,-9.26E-03,-0.089,0.006,-0.996,   8.942e-04,-0.0872,,,,,,,
1498,   4.431e-02,   5.292e-01,-7.08E-03,-0.246,0.011,-0.969,   5.679e-04,-0.1483,,,,,,,
